location,lat,long,alt,year,bloom_date,bloom_doy,month,tempmax,tempmin,temp,dew,humidity,precip,snow,windspeed,moonphase,solarradiation,daytime
liestal,47.4814,7.730519,350,1981,1981-02-04,92,2,45.76887417218545,31.501324503311256,38.35165562913907,31.660264900662256,78.27748344370859,0.043761589403973504,0.0,12.50264900662252,0.5187417218543047,0.0,38338.3642384106
liestal,47.4814,7.730519,350,1982,1982-04-18,108,4,45.34039735099337,30.58675496688741,37.65827814569534,30.523841059602656,77.82384105960274,0.06688741721854306,0.0,13.299337748344376,0.4999999999999999,0.0,38305.17880794702
liestal,47.4814,7.730519,350,1983,1983-11-04,101,11,47.603311258278126,33.2887417218543,40.3437086092715,34.47814569536426,80.87549668874169,0.052920529801324494,0.0,14.449668874172186,0.5038410596026492,0.0,38272.258278145695
liestal,47.4814,7.730519,350,1984,1984-04-19,110,4,45.79407894736841,30.524999999999995,37.834868421052626,30.3796052631579,76.64934210526317,0.04551973684210526,0.0,12.909868421052629,0.5171052631578946,0.0,38329.64473684211
liestal,47.4814,7.730519,350,1985,1985-04-16,106,4,43.40860927152314,28.552317880794707,35.714569536423866,29.44701986754967,79.81655629139073,0.042788079470198664,0.0,11.565562913907288,0.4823178807947018,0.0,38341.68874172185
liestal,47.4814,7.730519,350,1986,1986-01-05,121,1,43.26688741721857,29.685430463576157,36.093377483443696,30.659602649006644,81.73377483443709,0.066682119205298,0.0,12.98675496688742,0.49662251655629147,0.0,38308.81456953642
liestal,47.4814,7.730519,350,1987,1987-04-22,112,4,44.01589403973511,30.173509933774834,36.907284768211916,30.357615894039743,78.87284768211917,0.03775496688741721,0.0,12.129139072847687,0.4882119205298016,0.0,38276.291390728475
liestal,47.4814,7.730519,350,1988,1988-04-17,108,4,47.75263157894738,34.148026315789465,40.65592105263157,34.65394736842107,80.40328947368423,0.05105263157894737,0.0,13.439473684210531,0.4980921052631581,0.0,38334.0
liestal,47.4814,7.730519,350,1989,1989-03-28,87,3,47.95827814569535,33.498013245033135,40.59602649006622,34.25298013245033,79.51192052980127,0.045185430463576155,0.0,12.967549668874174,0.5122516556291394,0.0,38346.48344370861
liestal,47.4814,7.730519,350,1990,1990-03-16,75,3,49.24834437086092,33.537086092715235,41.0019867549669,32.22980132450329,73.00596026490066,0.04511920529801324,0.0,14.296688741721855,0.5007284768211921,0.0,38313.94039735099
liestal,47.4814,7.730519,350,1991,1991-04-04,94,4,44.501986754966886,31.847019867549673,38.06357615894038,31.025827814569546,77.40264900662253,0.04105960264900662,0.0,10.464900662251656,0.5129139072847682,0.0,38281.53642384106
liestal,47.4814,7.730519,350,1992,1992-11-04,102,11,44.9671052631579,31.713157894736828,38.08815789473683,31.050000000000008,77.56315789473679,0.06303289473684212,0.0,10.848684210526317,0.5182894736842106,0.0,38339.32894736842
liestal,47.4814,7.730519,350,1993,1993-11-04,101,11,47.80066225165562,33.067549668874186,39.98675496688742,32.28410596026491,76.33443708609275,0.03941059602649003,0.0,11.291390728476822,0.4965562913907285,0.0,38351.82781456954
liestal,47.4814,7.730519,350,1994,1994-03-23,82,3,49.48145695364236,35.15099337748345,41.879470198675484,35.44701986754968,79.30529801324505,0.06527152317880795,0.0,14.214569536423848,0.49145695364238406,0.0,38319.13907284768
liestal,47.4814,7.730519,350,1995,1995-03-04,93,3,47.82913907284768,33.21258278145695,40.48079470198677,33.96688741721855,78.96821192052978,0.08659602649006619,0.0,13.727814569536427,0.4903311258278145,0.0,38286.45033112583
liestal,47.4814,7.730519,350,1996,1996-04-18,109,4,44.20723684210524,30.365789473684213,36.83092105263158,30.469736842105267,79.92894736842108,0.039249999999999986,0.0,9.401315789473685,0.49164473684210536,0.0,38343.98026315789
liestal,47.4814,7.730519,350,1997,1997-03-22,81,3,47.193377483443705,30.71655629139072,38.62516556291389,31.686754966887417,78.83443708609275,0.036403973509933775,0.0,10.631125827814563,0.506887417218543,0.0,38356.07284768212
liestal,47.4814,7.730519,350,1998,1998-03-31,90,3,9.525827814569537,0.4682119205298007,4.725827814569536,1.0900662251655628,79.54701986754972,1.1646026490066221,0.0,18.64966887417218,0.49516556291390745,0.0,38322.920529801326
liestal,47.4814,7.730519,350,1999,1999-04-04,94,4,8.196026490066231,-0.30463576158940536,3.9258278145695376,0.7867549668874169,80.72847682119205,1.0815761589403967,0.0,18.95099337748344,0.5145033112582782,0.0,38289.90066225165
liestal,47.4814,7.730519,350,2000,2000-01-04,92,1,8.496710526315793,1.3611842105263159,4.748684210526316,1.3532894736842107,80.3223684210526,2.331763157894737,0.0,18.73092105263158,0.5252631578947369,0.0,38347.17105263158
liestal,47.4814,7.730519,350,2001,2001-03-30,89,3,8.323178807947018,2.055629139072847,4.914569536423841,1.8271523178807945,81.59337748344372,3.22023178807947,0.0,17.96158940397351,0.5039072847682119,0.0,38359.18543046358
liestal,47.4814,7.730519,350,2002,2002-03-18,77,3,8.449668874172183,1.2973509933774832,4.736423841059602,0.07284768211920448,73.95298013245034,1.3174238410596029,0.0,28.26754966887417,0.4992052980132449,0.0,38326.03311258278
liestal,47.4814,7.730519,350,2003,2003-02-04,92,2,8.213245033112585,0.9953642384105961,4.329139072847682,-0.5185430463576148,73.54304635761589,1.3095960264900666,0.0,15.226490066225168,0.4986754966887418,0.0,38293.11920529801
liestal,47.4814,7.730519,350,2004,2004-01-04,92,1,45.81842105263157,33.888157894736835,39.50526315789474,31.542105263157897,74.95460526315793,0.05938815789473684,0.0,10.4125,0.4851315789473681,0.0,38350.63157894737
liestal,47.4814,7.730519,350,2005,2005-05-04,95,5,44.49006622516558,33.11920529801325,38.303973509933805,31.623841059602643,78.49470198675495,0.05976821192052981,0.0,9.332450331125827,0.5009933774834439,0.0,38363.05960264901
liestal,47.4814,7.730519,350,2006,2006-04-21,111,4,41.74768211920527,31.452317880794684,36.18940397350993,30.27152317880794,80.31721854304638,0.09434437086092717,0.0,9.55165562913907,0.4974172185430464,0.0,38330.20529801324
liestal,47.4814,7.730519,350,2007,2007-04-04,94,4,51.406622516556304,38.27350993377483,44.49205298013245,35.773509933774825,73.571523178808,0.05458278145695364,0.0,10.7205298013245,0.5090728476821195,0.0,38297.682119205296
liestal,47.4814,7.730519,350,2008,2008-03-29,89,3,46.36907894736841,35.124342105263146,40.38815789473685,32.27697368421053,74.1618421052631,0.06236184210526317,0.0,11.212500000000004,0.5186184210526317,0.0,38355.49342105263
liestal,47.4814,7.730519,350,2009,2009-10-04,100,10,43.886092715231776,33.531788079470175,38.400000000000006,31.209933774834454,77.11456953642384,0.051701986754966886,0.0,9.146357615894042,0.5043708609271524,0.0,38368.20529801324
liestal,47.4814,7.730519,350,2010,2010-08-04,98,8,44.05496688741722,33.047019867549686,38.3450331125828,30.370198675496667,75.09536423841062,0.054496688741721824,0.0,9.145695364238408,0.5086754966887418,103.92516556291392,38335.56953642384
liestal,47.4814,7.730519,350,2011,2011-03-31,90,3,8.565562913907284,1.452980132450331,4.8291390728476795,0.4860927152317878,76.15695364238405,1.440039735099338,0.0,12.280794701986755,0.5063576158940397,123.7006622516556,38303.112582781454
liestal,47.4814,7.730519,350,2012,2012-02-04,93,2,8.16184210526316,1.2592105263157898,4.473684210526318,0.3190789473684213,76.44013157894739,2.1580065789473686,0.0,15.142105263157891,0.48565789473684223,113.89671052631583,38360.84210526316
liestal,47.4814,7.730519,350,2013,2013-04-17,107,4,5.992052980132452,0.8258278145695364,3.2668874172185425,-0.11059602649006671,79.93907284768208,2.204913907284769,0.0,14.850331125827823,0.488278145695364,105.69602649006625,38373.291390728475
liestal,47.4814,7.730519,350,2014,2014-03-25,84,3,9.921854304635762,2.8437086092715234,6.091390728476824,1.66158940397351,75.46556291390725,1.844940397350993,0.0,14.586092715231786,0.4933774834437087,118.6516556291391,38340.377483443706
liestal,47.4814,7.730519,350,2015,2015-11-04,101,11,8.362913907284764,1.6344370860927149,4.79072847682119,0.5079470198675496,76.37350993377483,1.7457947019867546,0.0,14.718543046357619,0.5034437086092717,117.50397350993374,38307.496688741725
liestal,47.4814,7.730519,350,2016,2016-06-04,97,6,7.924342105263159,0.5427631578947371,4.115131578947368,1.292763157894737,83.34144736842097,2.512605263157895,0.12236842105263157,14.24078947368421,0.5125657894736841,129.28881578947366,38466.40131578947
liestal,47.4814,7.730519,350,2017,2017-03-26,85,3,7.296688741721854,-0.7536423841059615,3.0966887417218554,-0.2841059602649011,81.05364238410597,2.367370860927153,0.2158940397350994,13.543708609271524,0.5051655629139075,137.86821192052975,38478.3642384106
liestal,47.4814,7.730519,350,2018,2018-08-04,98,8,7.468211920529802,0.46622516556291377,3.8715231788079474,0.447019867549669,80.39536423841061,2.856344370860927,0.2781456953642384,15.539735099337745,0.5119205298013246,95.78145695364238,38445.78145695364
liestal,47.4814,7.730519,350,2019,2019-03-27,86,3,8.283443708609273,0.31721854304635755,4.09933774834437,0.3079470198675496,78.69139072847685,2.109357615894039,0.0847682119205298,15.249668874172187,0.506953642384106,100.51523178807945,38413.3642384106
liestal,47.4814,7.730519,350,2020,2020-03-17,77,3,9.903289473684211,1.1572368421052632,5.344078947368423,1.0138157894736841,76.47368421052634,2.2610263157894734,0.0,15.83486842105263,0.48578947368421066,109.49802631578947,38469.43421052631
liestal,47.4814,7.730519,350,2021,2021-03-28,87,3,7.6145695364238435,0.029139072847682093,3.729139072847683,-0.4251655629139072,76.87682119205303,2.6060397350993374,0.33046357615894034,13.909271523178809,0.4892715231788081,105.99072847682119,38481.41721854304
liestal,47.4814,7.730519,350,2022,2022-03-26,85,3,8.4317880794702,0.03708609271523206,4.098675496688742,-0.07019867549668828,76.99867549668878,2.0216688741721853,0.05364238410596026,14.635099337748345,0.5028476821192054,101.73642384105956,38449.03311258278
